Order ID,Order_date,Order_Priority,Forecast Order Quantity,Ship_Mode,Shipping_Cost,Product_id,Customer_id
1000057413,2025-10-1,High,41,Regular Air,5.26,100000000000002098,10000000000000009913
1000057414,2022-9-1,Low,12,Regular Air,19.99,100000000000002099,10000000000000009914
1000057415,2022-4-1,Low,19,Regular Air,4.28,100000000000002100,10000000000000009915
1000057416,2023-10-1,Critical,7,Regular Air,1.38,100000000000002101,10000000000000009916
1000057417,2026-1-1,High,35,Regular Air,4.5,100000000000002102,10000000000000009917
1000057418,2025-4-1,High,6,Express Air,0.88,100000000000002103,10000000000000009918
1000057419,2025-11-1,Low,9,Regular Air,9.54,100000000000002104,10000000000000009919
1000057420,2021-11-1,Medium,8,Regular Air,9.4,100000000000002105,10000000000000009920
1000057421,2026-1-1,Medium,32,Regular Air,5.5,100000000000002106,10000000000000009921
1000057422,2023-10-1,Critical,40,Express Air,6.46,100000000000002107,10000000000000009922
1000057423,2025-7-1,Critical,31,Regular Air,21.26,100000000000002108,10000000000000009923
1000057424,2021-3-1,High,46,Regular Air,6.75,100000000000002109,10000000000000009924
1000057425,2022-8-1,Low,17,Regular Air,7.3,100000000000002110,10000000000000009925
1000057426,2024-2-1,Low,43,Regular Air,2.15,100000000000002111,10000000000000009926
1000057427,2025-4-1,Medium,12,Regular Air,8.99,100000000000002112,10000000000000009927
1000057428,2022-11-1,Medium,0,Regular Air,1.1,100000000000002113,10000000000000009928
1000057429,2022-2-1,Not Specified,44,Regular Air,3.63,100000000000002114,10000000000000009929
1000057430,2023-8-1,Not Specified,24,Regular Air,5,100000000000002115,10000000000000009930
1000057431,2026-11-1,Medium,12,Regular Air,5.68,100000000000002116,10000000000000009931
1000057432,2021-6-1,Medium,9,Regular Air,2.99,100000000000002117,10000000000000009932
1000057433,2021-1-1,Medium,24,Regular Air,5,100000000000002118,10000000000000009933
1000057434,2024-11-1,Not Specified,51,Regular Air,18.06,100000000000002119,10000000000000009934
1000057435,2025-2-1,Not Specified,22,Regular Air,4.62,100000000000002120,10000000000000009935
1000057436,2021-3-1,Not Specified,25,Regular Air,5,100000000000002121,10000000000000009936
1000057437,2024-11-1,Low,34,Regular Air,52.2,100000000000002122,10000000000000009937
1000057438,2024-9-1,Low,26,Delivery Truck,32.48,100000000000002123,10000000000000009938
1000057439,2024-11-1,Critical,32,Regular Air,35,100000000000002124,10000000000000009939
1000057440,2022-4-1,Low,23,Express Air,9.03,100000000000002125,10000000000000009940
1000057441,2026-6-1,Medium,42,Regular Air,19.99,100000000000002126,10000000000000009941
1000057442,2023-12-1,Not Specified,49,Regular Air,3.3,100000000000002127,10000000000000009942
1000057443,2024-7-1,Critical,24,Regular Air,14.52,100000000000002128,10000000000000009943
1000057444,2021-12-1,Low,42,Regular Air,35,100000000000002129,10000000000000009944
1000057445,2021-4-1,Low,24,Regular Air,35,100000000000002130,10000000000000009945
1000057446,2026-2-1,High,33,Regular Air,8.99,100000000000002131,10000000000000009946
1000057447,2023-11-1,High,3,Express Air,1.99,100000000000002132,10000000000000009947
1000057448,2026-2-1,High,15,Regular Air,0.99,100000000000002133,10000000000000009948
1000057449,2022-2-1,Critical,46,Regular Air,4,100000000000002134,10000000000000009949
1000057450,2023-1-1,Low,20,Regular Air,9.54,100000000000002135,10000000000000009950
1000057451,2021-5-1,Critical,25,Regular Air,4.9,100000000000002136,10000000000000009951
1000057452,2026-6-1,Low,20,Regular Air,5,100000000000002137,10000000000000009952
1000057453,2022-1-1,Low,42,Regular Air,0.7,100000000000002138,10000000000000009953
1000057454,2022-3-1,Low,4,Regular Air,19.99,100000000000002139,10000000000000009954
1000057455,2024-8-1,Low,27,Regular Air,1.29,100000000000002140,10000000000000009955
1000057456,2026-3-1,High,46,Regular Air,5.6,100000000000002141,10000000000000009956
1000057457,2024-9-1,Not Specified,32,Regular Air,35,100000000000002142,10000000000000009957
1000057458,2021-5-1,Not Specified,2,Express Air,5,100000000000002143,10000000000000009958
1000057459,2025-4-1,Low,4,Delivery Truck,14.7,100000000000002144,10000000000000009959
1000057460,2026-1-1,Low,18,Express Air,19.51,100000000000002145,10000000000000009960
1000057461,2021-11-1,High,41,Delivery Truck,8.73,100000000000002146,10000000000000009961
1000057462,2024-3-1,High,37,Regular Air,8.99,100000000000002147,10000000000000009962
1000057463,2025-11-1,High,7,Regular Air,4.81,100000000000002148,10000000000000009963
1000057464,2022-1-1,Critical,49,Regular Air,6.26,100000000000002149,10000000000000009964
1000057465,2022-6-1,Critical,28,Regular Air,9.71,100000000000002150,10000000000000009965
1000057466,2026-12-1,High,44,Regular Air,3.37,100000000000002151,10000000000000009966
1000057467,2024-5-1,High,-1,Regular Air,0.7,100000000000002152,10000000000000009967
1000057468,2023-5-1,Low,21,Regular Air,7.37,100000000000002153,10000000000000009968
1000057469,2023-8-1,Critical,38,Regular Air,5.3,100000000000002154,10000000000000009969
1000057470,2023-11-1,Critical,22,Regular Air,4.78,100000000000002155,10000000000000009970
1000057471,2025-2-1,Critical,16,Regular Air,1.43,100000000000002156,10000000000000009971
1000057472,2026-12-1,High,15,Regular Air,3.5,100000000000002157,10000000000000009972
1000057473,2024-8-1,Medium,45,Express Air,0.49,100000000000002158,10000000000000009973
1000057474,2025-10-1,Medium,11,Regular Air,35,100000000000002159,10000000000000009974
1000057475,2023-7-1,Medium,12,Regular Air,2.5,100000000000002160,10000000000000009975
1000057476,2021-11-1,High,48,Regular Air,6.5,100000000000002161,10000000000000009976
1000057477,2024-4-1,High,5,Regular Air,6.6,100000000000002162,10000000000000009977
1000057478,2021-1-1,High,26,Regular Air,0.99,100000000000002163,10000000000000009978
1000057479,2026-1-1,Medium,43,Regular Air,11.54,100000000000002164,10000000000000009979
1000057480,2026-1-1,Medium,20,Regular Air,13.99,100000000000002165,10000000000000009980
1000057481,2026-1-1,High,50,Regular Air,3.37,100000000000002166,10000000000000009981
1000057482,2025-2-1,Not Specified,35,Regular Air,6.83,100000000000002167,10000000000000009982
1000057483,2024-4-1,Not Specified,26,Regular Air,8.94,100000000000002168,10000000000000009983
1000057484,2026-3-1,Low,31,Regular Air,1.39,100000000000002169,10000000000000009984
1000057485,2025-4-1,Low,10,Regular Air,24.49,100000000000002170,10000000000000009985
1000057486,2024-8-1,Low,27,Regular Air,14.45,100000000000002171,10000000000000009986
1000057487,2025-12-1,Low,13,Regular Air,6,100000000000002172,10000000000000009987
1000057488,2024-2-1,Not Specified,35,Regular Air,1.49,100000000000002173,10000000000000009988
1000057489,2024-1-1,Not Specified,4,Regular Air,2.03,100000000000002174,10000000000000009989
1000057490,2023-1-1,Not Specified,39,Delivery Truck,60,100000000000002175,10000000000000009990
1000057491,2024-10-1,Not Specified,42,Regular Air,4.5,100000000000002176,10000000000000009991
1000057492,2021-2-1,Not Specified,37,Regular Air,5.21,100000000000002177,10000000000000009992
1000057493,2023-10-1,Medium,3,Regular Air,3,100000000000002178,10000000000000009993
1000057494,2025-11-1,Low,39,Regular Air,8.22,100000000000002179,10000000000000009994
1000057495,2023-12-1,Critical,7,Express Air,3.3,100000000000002180,10000000000000009995
1000057496,2025-2-1,Low,38,Regular Air,4.77,100000000000002181,10000000000000009996
1000057497,2025-2-1,Not Specified,5,Regular Air,5.31,100000000000002182,10000000000000009997
1000057498,2022-2-1,Medium,47,Express Air,5.77,100000000000002183,10000000000000009998
1000057499,2023-10-1,Medium,19,Delivery Truck,66.67,100000000000002184,10000000000000009999
1000057500,2026-2-1,High,45,Regular Air,0.99,100000000000002185,10000000000000010000
1000057501,2021-1-1,Low,35,Express Air,2.36,100000000000002186,10000000000000010001
1000057502,2026-5-1,Low,54,Regular Air,4.72,100000000000002187,10000000000000010002
1000057503,2025-3-1,High,17,Regular Air,1.69,100000000000002188,10000000000000010003
1000057504,2021-10-1,High,41,Express Air,2.99,100000000000002189,10000000000000010004
1000057505,2024-11-1,High,45,Regular Air,2.35,100000000000002190,10000000000000010005
1000057506,2023-8-1,Medium,33,Regular Air,4,100000000000002191,10000000000000010006
1000057507,2023-12-1,Critical,33,Regular Air,4.68,100000000000002192,10000000000000010007
1000057508,2023-7-1,High,21,Regular Air,8.99,100000000000002193,10000000000000010008
1000057509,2024-1-1,Medium,30,Regular Air,24.49,100000000000002194,10000000000000010009
1000057510,2022-6-1,Medium,42,Express Air,2.83,100000000000002195,10000000000000010010
1000057511,2022-7-1,Not Specified,17,Regular Air,5.37,100000000000002196,10000000000000010011
1000057512,2022-11-1,Low,33,Regular Air,9.92,100000000000002197,10000000000000010012
1000057513,2024-8-1,Low,18,Regular Air,3,100000000000002198,10000000000000010013
1000057514,2024-2-1,High,2,Regular Air,3.62,100000000000002199,10000000000000010014
1000057515,2023-12-1,Not Specified,8,Regular Air,2.96,100000000000002200,10000000000000010015
1000057516,2021-2-1,Medium,26,Regular Air,2.39,100000000000002201,10000000000000010016
1000057517,2022-7-1,Medium,41,Regular Air,1.12,100000000000002202,10000000000000010017
1000057518,2022-6-1,Critical,46,Express Air,5.94,100000000000002203,10000000000000010018
1000057519,2023-8-1,High,42,Regular Air,5.68,100000000000002204,10000000000000010019
1000057520,2023-11-1,High,20,Regular Air,24.49,100000000000002205,10000000000000010020
1000057521,2023-8-1,Low,15,Regular Air,0.7,100000000000002206,10000000000000010021
1000057522,2024-5-1,Critical,44,Regular Air,0.5,100000000000002207,10000000000000010022
1000057523,2024-2-1,Critical,32,Regular Air,5,100000000000002208,10000000000000010023
1000057524,2023-10-1,High,29,Regular Air,3.77,100000000000002209,10000000000000010024
1000057525,2022-7-1,Medium,19,Regular Air,1.49,100000000000002210,10000000000000010025
1000057526,2021-2-1,Not Specified,41,Regular Air,0.99,100000000000002211,10000000000000010026
1000057527,2022-8-1,Not Specified,37,Regular Air,7.86,100000000000002212,10000000000000010027
1000057528,2023-1-1,High,10,Regular Air,0.99,100000000000002213,10000000000000010028
1000057529,2023-8-1,High,47,Regular Air,1.93,100000000000002214,10000000000000010029
1000057530,2026-6-1,High,18,Regular Air,5.94,100000000000002215,10000000000000010030
1000057531,2024-5-1,High,34,Regular Air,9.03,100000000000002216,10000000000000010031
1000057532,2022-1-1,High,30,Regular Air,6.72,100000000000002217,10000000000000010032
1000057533,2021-2-1,Low,40,Regular Air,2.87,100000000000002218,10000000000000010033
1000057534,2025-2-1,Critical,36,Delivery Truck,26.53,100000000000002219,10000000000000010034
1000057535,2022-6-1,High,29,Delivery Truck,54.11,100000000000002220,10000000000000010035
1000057536,2025-2-1,High,53,Regular Air,1.99,100000000000002221,10000000000000010036
1000057537,2023-8-1,High,6,Regular Air,0.7,100000000000002222,10000000000000010037
1000057538,2021-11-1,Not Specified,2,Delivery Truck,74.35,100000000000002223,10000000000000010038
1000057539,2026-7-1,Low,3,Regular Air,0.96,100000000000002224,10000000000000010039
1000057540,2025-2-1,Low,22,Regular Air,4,100000000000002225,10000000000000010040
1000057541,2024-5-1,High,30,Regular Air,19.99,100000000000002226,10000000000000010041
1000057542,2023-8-1,Medium,12,Regular Air,5.63,100000000000002227,10000000000000010042
1000057543,2025-4-1,Medium,12,Delivery Truck,30,100000000000002228,10000000000000010043
1000057544,2022-7-1,Medium,37,Express Air,5.63,100000000000002229,10000000000000010044
1000057545,2026-5-1,Medium,40,Regular Air,3.99,100000000000002230,10000000000000010045
1000057546,2021-4-1,High,39,Regular Air,6.12,100000000000002231,10000000000000010046
1000057547,2021-6-1,High,30,Express Air,6.27,100000000000002232,10000000000000010047
1000057548,2025-4-1,High,43,Delivery Truck,70.2,100000000000002233,10000000000000010048
1000057549,2025-1-1,High,45,Express Air,8.99,100000000000002234,10000000000000010049
1000057550,2026-1-1,High,12,Regular Air,6.89,100000000000002235,10000000000000010050
1000057551,2023-1-1,Medium,29,Regular Air,8.68,100000000000002236,10000000000000010051
1000057552,2024-1-1,Not Specified,19,Regular Air,12.62,100000000000002237,10000000000000010052
1000057553,2026-3-1,High,33,Regular Air,5.31,100000000000002238,10000000000000010053
1000057554,2021-2-1,Medium,46,Regular Air,4.2,100000000000002239,10000000000000010054
1000057555,2025-10-1,High,34,Delivery Truck,17.85,100000000000002240,10000000000000010055
1000057556,2025-1-1,Not Specified,34,Regular Air,1.49,100000000000002241,10000000000000010056
1000057557,2025-1-1,Not Specified,4,Regular Air,19.99,100000000000002242,10000000000000010057
1000057558,2024-1-1,Not Specified,43,Express Air,0.7,100000000000002243,10000000000000010058
1000057559,2025-2-1,High,39,Regular Air,1.39,100000000000002244,10000000000000010059
1000057560,2024-3-1,Low,21,Regular Air,5.99,100000000000002245,10000000000000010060
1000057561,2025-11-1,Medium,49,Regular Air,7.96,100000000000002246,10000000000000010061
1000057562,2025-2-1,Not Specified,46,Regular Air,5.09,100000000000002247,10000000000000010062
1000057563,2024-8-1,Medium,6,Regular Air,1.49,100000000000002248,10000000000000010063
1000057564,2025-12-1,Low,30,Regular Air,2.17,100000000000002249,10000000000000010064
1000057565,2023-1-1,Not Specified,44,Regular Air,2.38,100000000000002250,10000000000000010065
1000057566,2026-3-1,High,21,Regular Air,7.18,100000000000002251,10000000000000010066
1000057567,2024-5-1,High,48,Delivery Truck,89.3,100000000000002252,10000000000000010067
1000057568,2024-1-1,Critical,11,Delivery Truck,42,100000000000002253,10000000000000010068
1000057569,2023-8-1,Critical,30,Regular Air,3.99,100000000000002254,10000000000000010069
1000057570,2023-9-1,High,37,Express Air,8.16,100000000000002255,10000000000000010070
1000057571,2021-1-1,Not Specified,7,Express Air,7.27,100000000000002256,10000000000000010071
1000057572,2026-1-1,Not Specified,5,Regular Air,24.49,100000000000002257,10000000000000010072
1000057573,2022-11-1,Not Specified,31,Regular Air,3.12,100000000000002258,10000000000000010073
1000057574,2026-6-1,Medium,17,Express Air,0.7,100000000000002259,10000000000000010074
1000057575,2023-2-1,Not Specified,33,Express Air,18.06,100000000000002260,10000000000000010075
1000057576,2024-5-1,High,49,Delivery Truck,17.85,100000000000002261,10000000000000010076
1000057577,2023-12-1,Not Specified,2,Express Air,4.98,100000000000002262,10000000000000010077
1000057578,2025-9-1,Critical,15,Regular Air,8.74,100000000000002263,10000000000000010078
1000057579,2024-11-1,Critical,39,Regular Air,10.16,100000000000001001,10000000000000010079
1000057580,2025-3-1,Low,40,Delivery Truck,36.61,100000000000001002,10000000000000010080
1000057581,2022-8-1,Low,18,Delivery Truck,49,100000000000001003,10000000000000010081
1000057582,2024-5-1,Not Specified,43,Regular Air,7.27,100000000000001004,10000000000000010082
1000057583,2022-7-1,Low,9,Regular Air,12.62,100000000000001005,10000000000000010083
1000057584,2025-9-1,Not Specified,43,Regular Air,14.52,100000000000001006,10000000000000010084
1000057585,2022-2-1,Not Specified,15,Regular Air,0.99,100000000000001007,10000000000000010085
1000057586,2024-6-1,Critical,34,Regular Air,7.58,100000000000001008,10000000000000010086
1000057587,2022-9-1,Low,35,Regular Air,0.5,100000000000001009,10000000000000010087
1000057588,2021-10-1,Low,17,Regular Air,6.27,100000000000001010,10000000000000010088
1000057589,2025-3-1,Low,3,Regular Air,4,100000000000001011,10000000000000010089
1000057590,2024-1-1,Low,45,Regular Air,2.06,100000000000001012,10000000000000010090
1000057591,2024-10-1,Critical,25,Regular Air,8.4,100000000000001013,10000000000000010091
1000057592,2022-7-1,Critical,24,Regular Air,5.16,100000000000001014,10000000000000010092
1000057593,2024-8-1,High,22,Regular Air,3.97,100000000000001015,10000000000000010093
1000057594,2022-8-1,High,18,Regular Air,9.69,100000000000001016,10000000000000010094
1000057595,2024-1-1,Critical,18,Regular Air,6.71,100000000000001017,10000000000000010095
1000057596,2021-10-1,Not Specified,17,Delivery Truck,60.2,100000000000001018,10000000000000010096
1000057597,2022-8-1,Not Specified,2,Regular Air,8.08,100000000000001019,10000000000000010097
1000057598,2025-6-1,Not Specified,8,Regular Air,5.01,100000000000001020,10000000000000010098
1000057599,2022-7-1,Not Specified,19,Regular Air,0.5,100000000000001021,10000000000000010099
1000057600,2021-10-1,Critical,22,Express Air,19.99,100000000000001022,10000000000000010100
1000057601,2026-3-1,Low,8,Regular Air,0.7,100000000000001023,10000000000000010101
1000057602,2023-8-1,Critical,33,Regular Air,5.15,100000000000001024,10000000000000010102
1000057603,2026-1-1,High,40,Regular Air,1.12,100000000000001025,10000000000000010103
1000057604,2023-2-1,Not Specified,45,Delivery Truck,29.2,100000000000001026,10000000000000010104
1000057605,2022-3-1,Critical,46,Regular Air,24.49,100000000000001027,10000000000000010105
1000057606,2023-8-1,Critical,26,Regular Air,6.22,100000000000001028,10000000000000010106
1000057607,2023-4-1,Critical,8,Regular Air,2.56,100000000000001029,10000000000000010107
1000057608,2022-7-1,High,46,Regular Air,3.9,100000000000001030,10000000000000010108
1000057609,2022-1-1,Medium,38,Regular Air,2.99,100000000000001031,10000000000000010109
1000057610,2022-7-1,Medium,15,Regular Air,11.17,100000000000001032,10000000000000010110
1000057611,2021-11-1,Medium,1,Delivery Truck,17.86,100000000000001033,10000000000000010111
1000057612,2023-11-1,Medium,48,Delivery Truck,58.95,100000000000001034,10000000000000010112
1000057613,2023-1-1,Medium,31,Regular Air,19.99,100000000000001035,10000000000000010113
1000057614,2023-1-1,Critical,28,Regular Air,4.96,100000000000001036,10000000000000010114
1000057615,2021-2-1,High,4,Regular Air,8.99,100000000000001037,10000000000000010115
1000057616,2026-1-1,Not Specified,22,Delivery Truck,55.81,100000000000001038,10000000000000010116
1000057617,2025-7-1,Not Specified,46,Regular Air,13.99,100000000000001039,10000000000000010117
1000057618,2024-2-1,High,6,Regular Air,52.2,100000000000001040,10000000000000010118
1000057619,2023-11-1,High,4,Express Air,3.99,100000000000001041,10000000000000010119
1000057620,2025-9-1,High,24,Regular Air,19.99,100000000000001042,10000000000000010120
1000057621,2023-12-1,Not Specified,45,Regular Air,8.78,100000000000001043,10000000000000010121
1000057622,2024-10-1,Not Specified,32,Regular Air,1.49,100000000000001044,10000000000000010122
1000057623,2025-2-1,Low,25,Regular Air,6.97,100000000000001045,10000000000000010123
1000057624,2026-1-1,Medium,33,Express Air,7.37,100000000000001046,10000000000000010124
1000057625,2022-7-1,Medium,41,Regular Air,5.5,100000000000001047,10000000000000010125
1000057626,2026-2-1,High,17,Delivery Truck,36.09,100000000000001048,10000000000000010126
1000057627,2023-8-1,High,23,Regular Air,5,100000000000001049,10000000000000010127
1000057628,2026-3-1,Low,41,Express Air,2.99,100000000000001050,10000000000000010128
1000057629,2026-1-1,Low,18,Regular Air,5.81,100000000000001051,10000000000000010129
1000057630,2021-4-1,Low,4,Regular Air,35,100000000000001052,10000000000000010130
1000057631,2022-9-1,Medium,48,Regular Air,0.99,100000000000001053,10000000000000010131
1000057632,2024-9-1,Critical,3,Delivery Truck,29.1,100000000000001054,10000000000000010132
1000057633,2024-1-1,Critical,34,Regular Air,69,100000000000001055,10000000000000010133
1000057634,2025-10-1,Low,49,Regular Air,14.72,100000000000001056,10000000000000010134
1000057635,2023-7-1,Medium,29,Express Air,24.49,100000000000001057,10000000000000010135
1000057636,2023-8-1,Low,39,Express Air,7.18,100000000000001058,10000000000000010136
1000057637,2021-1-1,Low,45,Regular Air,0.71,100000000000001059,10000000000000010137
1000057638,2022-8-1,High,28,Express Air,5.83,100000000000001060,10000000000000010138
1000057639,2022-8-1,Low,15,Regular Air,6.81,100000000000001061,10000000000000010139
1000057640,2022-6-1,Low,31,Delivery Truck,53.03,100000000000001062,10000000000000010140
1000057641,2024-1-1,Low,43,Regular Air,37.58,100000000000001063,10000000000000010141
1000057642,2024-10-1,Critical,24,Delivery Truck,36.61,100000000000001064,10000000000000010142
1000057643,2022-11-1,High,11,Delivery Truck,30.06,100000000000001065,10000000000000010143
1000057644,2024-3-1,High,19,Regular Air,7.03,100000000000001066,10000000000000010144
1000057645,2023-12-1,Low,6,Delivery Truck,52.2,100000000000001067,10000000000000010145
1000057646,2022-7-1,Critical,29,Delivery Truck,42,100000000000001068,10000000000000010146
1000057647,2021-10-1,High,40,Regular Air,5.1,100000000000001069,10000000000000010147
1000057648,2023-3-1,Low,22,Regular Air,5.59,100000000000001070,10000000000000010148
1000057649,2024-1-1,Medium,5,Express Air,10.17,100000000000001071,10000000000000010149
1000057650,2021-2-1,Low,9,Regular Air,2.27,100000000000001072,10000000000000010150
1000057651,2024-11-1,Low,43,Regular Air,4,100000000000001073,10000000000000010151
1000057652,2023-9-1,Low,41,Express Air,8.79,100000000000001074,10000000000000010152
1000057653,2022-7-1,Not Specified,43,Regular Air,14.52,100000000000001075,10000000000000010153
1000057654,2023-12-1,Critical,7,Regular Air,5.21,100000000000001076,10000000000000010154
1000057655,2022-4-1,Critical,22,Regular Air,0.99,100000000000001077,10000000000000010155
1000057656,2021-12-1,Critical,28,Express Air,9.23,100000000000001078,10000000000000010156
1000057657,2023-8-1,Medium,17,Regular Air,6.75,100000000000001079,10000000000000010157
1000057658,2021-3-1,Low,39,Delivery Truck,30,100000000000001080,10000000000000010158
1000057659,2026-1-1,Low,35,Regular Air,0.5,100000000000001081,10000000000000010159
1000057660,2026-1-1,Critical,33,Express Air,24.49,100000000000001082,10000000000000010160
1000057661,2023-7-1,Critical,49,Regular Air,3.68,100000000000001083,10000000000000010161
1000057662,2026-1-1,Critical,28,Regular Air,1.49,100000000000001084,10000000000000010162
1000057663,2025-12-1,Medium,45,Regular Air,3.99,100000000000001085,10000000000000010163
1000057664,2022-4-1,Medium,21,Regular Air,1.09,100000000000001086,10000000000000010164
1000057665,2024-11-1,Low,6,Delivery Truck,110.2,100000000000001087,10000000000000010165
1000057666,2026-2-1,Critical,26,Express Air,4.62,100000000000001088,10000000000000010166
1000057667,2024-8-1,Critical,26,Express Air,8.94,100000000000001089,10000000000000010167
1000057668,2025-4-1,Medium,51,Regular Air,1.25,100000000000001090,10000000000000010168
1000057669,2026-1-1,Medium,7,Regular Air,5.37,100000000000001091,10000000000000010169
1000057670,2026-1-1,Medium,7,Regular Air,5.22,100000000000001092,10000000000000010170
1000057671,2023-3-1,Critical,42,Regular Air,7.98,100000000000001093,10000000000000010171
1000057672,2021-3-1,Low,46,Regular Air,7.54,100000000000001094,10000000000000010172
1000057673,2024-10-1,Not Specified,25,Regular Air,3.63,100000000000001095,10000000000000010173
1000057674,2024-11-1,High,43,Regular Air,6.93,100000000000001096,10000000000000010174
1000057675,2022-9-1,Not Specified,47,Regular Air,3.39,100000000000001097,10000000000000010175
1000057676,2025-12-1,Not Specified,20,Regular Air,9.44,100000000000001098,10000000000000010176
1000057677,2025-5-1,Medium,24,Regular Air,5.41,100000000000001099,10000000000000010177
1000057678,2025-2-1,Medium,25,Regular Air,24.49,100000000000001100,10000000000000010178
1000057679,2021-3-1,Medium,22,Express Air,3.14,100000000000001101,10000000000000010179
1000057680,2023-9-1,Medium,14,Regular Air,4.51,100000000000001102,10000000000000010180
1000057681,2024-8-1,Medium,49,Express Air,14.3,100000000000001103,10000000000000010181
1000057682,2023-1-1,Not Specified,32,Regular Air,4.91,100000000000001104,10000000000000010182
1000057683,2023-12-1,Critical,0,Delivery Truck,57,100000000000001105,10000000000000010183
1000057684,2025-10-1,Critical,2,Regular Air,3.37,100000000000001106,10000000000000010184
1000057685,2023-6-1,Low,12,Regular Air,8.99,100000000000001107,10000000000000010185
1000057686,2021-3-1,High,31,Regular Air,5.46,100000000000001108,10000000000000010186
1000057687,2023-10-1,Medium,51,Regular Air,4.62,100000000000001109,10000000000000010187
1000057688,2021-2-1,Medium,27,Regular Air,5.83,100000000000001110,10000000000000010188
1000057689,2025-9-1,High,10,Regular Air,19.99,100000000000001111,10000000000000010189
1000057690,2022-7-1,Not Specified,51,Regular Air,10.12,100000000000001112,10000000000000010190
1000057691,2022-6-1,Not Specified,30,Express Air,4.99,100000000000001113,10000000000000010191
1000057692,2026-1-1,Medium,16,Delivery Truck,58.64,100000000000001114,10000000000000010192
1000057693,2023-7-1,Medium,22,Regular Air,6.5,100000000000001115,10000000000000010193
1000057694,2026-6-1,Medium,4,Regular Air,0.99,100000000000001116,10000000000000010194
1000057695,2021-2-1,Critical,15,Regular Air,3.5,100000000000001117,10000000000000010195
1000057696,2024-8-1,Critical,5,Regular Air,2.99,100000000000001118,10000000000000010196
1000057697,2025-4-1,Medium,24,Regular Air,8.99,100000000000001119,10000000000000010197
1000057698,2024-4-1,Low,36,Regular Air,6.12,100000000000001120,10000000000000010198
1000057699,2021-4-1,High,49,Regular Air,1.99,100000000000001121,10000000000000010199
1000057700,2026-1-1,High,30,Regular Air,10.17,100000000000001122,10000000000000010200
1000057701,2022-7-1,High,12,Regular Air,6.88,100000000000001123,10000000000000010201
1000057702,2023-8-1,High,46,Delivery Truck,52.42,100000000000001124,10000000000000010202
1000057703,2026-3-1,Critical,43,Regular Air,0.93,100000000000001125,10000000000000010203
1000057704,2022-9-1,Critical,48,Regular Air,6.17,100000000000001126,10000000000000010204
1000057705,2022-9-1,Critical,-1,Regular Air,3.14,100000000000001127,10000000000000010205
1000057706,2021-10-1,High,9,Regular Air,1.25,100000000000001128,10000000000000010206
1000057707,2021-12-1,Low,9,Regular Air,7.17,100000000000001129,10000000000000010207
1000057708,2025-4-1,Medium,9,Regular Air,2.15,100000000000001130,10000000000000010208
1000057709,2022-9-1,Critical,2,Regular Air,1.99,100000000000001131,10000000000000010209
1000057710,2024-5-1,Critical,16,Regular Air,0.99,100000000000001132,10000000000000010210
1000057711,2024-9-1,Not Specified,6,Delivery Truck,56.7,100000000000001133,10000000000000010211
1000057712,2023-11-1,Not Specified,8,Regular Air,1.99,100000000000001134,10000000000000010212
1000057713,2025-5-1,Not Specified,3,Regular Air,19.99,100000000000001135,10000000000000010213
1000057714,2025-9-1,High,46,Delivery Truck,45,100000000000001136,10000000000000010214
1000057715,2023-1-1,Not Specified,3,Regular Air,9.45,100000000000001137,10000000000000010215
1000057716,2022-11-1,Not Specified,39,Regular Air,7.72,100000000000001138,10000000000000010216
1000057717,2026-2-1,Not Specified,39,Regular Air,1.02,100000000000001139,10000000000000010217
1000057718,2023-7-1,High,21,Regular Air,1.99,100000000000001140,10000000000000010218
1000057719,2022-2-1,High,12,Regular Air,3.3,100000000000001141,10000000000000010219
1000057720,2025-4-1,Not Specified,9,Regular Air,9.92,100000000000001142,10000000000000010220
1000057721,2025-1-1,Not Specified,21,Regular Air,5.11,100000000000001143,10000000000000010221
1000057722,2022-11-1,Low,8,Regular Air,8.19,100000000000001144,10000000000000010222
1000057723,2021-5-1,Critical,39,Regular Air,1.39,100000000000001145,10000000000000010223
1000057724,2022-2-1,Critical,44,Regular Air,0.7,100000000000001146,10000000000000010224
1000057725,2024-11-1,Low,30,Delivery Truck,44.55,100000000000001147,10000000000000010225
1000057726,2025-2-1,Low,6,Regular Air,4.95,100000000000001148,10000000000000010226
1000057727,2024-1-1,Low,46,Regular Air,11.28,100000000000001149,10000000000000010227
1000057728,2025-2-1,Low,5,Regular Air,19.99,100000000000001150,10000000000000010228
1000057729,2023-8-1,Low,9,Regular Air,2.87,100000000000001151,10000000000000010229
1000057730,2025-1-1,High,17,Regular Air,13.18,100000000000001152,10000000000000010230
1000057731,2023-8-1,High,42,Regular Air,5.97,100000000000001153,10000000000000010231
1000057732,2025-5-1,High,18,Regular Air,0.71,100000000000001154,10000000000000010232
1000057733,2024-1-1,Low,3,Regular Air,1.01,100000000000001155,10000000000000010233
1000057734,2022-8-1,Not Specified,14,Regular Air,4.8,100000000000001156,10000000000000010234
1000057735,2021-1-1,Not Specified,37,Regular Air,5.3,100000000000001157,10000000000000010235
1000057736,2024-8-1,Low,22,Regular Air,4.5,100000000000001158,10000000000000010236
1000057737,2023-4-1,Low,26,Regular Air,2.03,100000000000001159,10000000000000010237
1000057738,2022-8-1,Low,35,Regular Air,8.99,100000000000001160,10000000000000010238
1000057739,2023-7-1,Low,25,Regular Air,8.08,100000000000001161,10000000000000010239
